created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,,,,,,,,,,,,,,,
Sat Sep 09 14:26:17 +0000 2023,1.70052E+18,@SusilawatiSisi2 Tapi,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:26:15 +0000 2023,1.70052E+18,Capres Cawapres Anies &amp  Gus Imin pemimpin visioner,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:25:54 +0000 2023,1.70052E+18,@Yom_N_Friends @ganjarpranowo  Sebelum capres wkwkwkwwk https://t.co/V09SUnkucH,0,0,0,0,in,1.54858E+18,1.7001E+18,Abenk12356649,https://twitter.com/Abenk12356649/status/1700515878117499192,,,,,,,,,,,,,,,
Sat Sep 09 14:25:41 +0000 2023,1.70052E+18,@OposisiCerdas Capres Doyan Bokep 🤣,0,0,0,0,in,194481215,1.70018E+18,ismail_deaz,https://twitter.com/ismail_deaz/status/1700515827118948643,,,,,,,,,,,,,,,
Sat Sep 09 14:25:39 +0000 2023,1.70052E+18,@MahaYakuza @ekokuntadhi1 Capres yg lain itu mahfud md?,0,0,0,0,in,1.62122E+18,1.70051E+18,Fosford123,https://twitter.com/Fosford123/status/1700515818533265907,,,,,,,,,,,,,,,
Sat Sep 09 14:25:33 +0000 2023,1.70052E+18,Nasdem paling dominan di koalisi perubahan makanya bisa menetapkan Capres dan cawapresnya ,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:25:23 +0000 2023,1.70052E+18,@tubanesse_man @TeddGus @jokowi Capres Abadi. 🤣🤣,0,0,0,0,es,1.19053E+18,1.7005E+18,Smart_O_,https://twitter.com/Smart_O_/status/1700515751827022261,,,,,,,,,,,,,,,
Sat Sep 09 14:24:42 +0000 2023,1.70052E+18,@OposisiCerdas Ada tuh sekarang capres yang maen agama  jadi model adzan magrib di @OfficialRCTI dan @Official_MNCTV,0,0,0,1,in,1.30205E+18,1.70048E+18,AnanxsP007,https://twitter.com/AnanxsP007/status/1700515575976603719,,,,,,,,,,,,,,,
Sat Sep 09 14:24:09 +0000 2023,1.70052E+18,@voiceofpkb @DPP_PKB @cakimiNOW Gurus ummat ialah dakwah,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:23:53 +0000 2023,1.70052E+18,@aniesbaswedan @cakimiNOW @DPP_PKB @PKSejahtera @NasDem Ayo vote Capres pilihanmu. Siapa presiden terpilih Pilpres 2024?,1,1,28,37,in,344601410,1.70051E+18,dosopriyanto,https://twitter.com/dosopriyanto/status/1700515372259234256,,,,,,,,,,,,,,,
Sat Sep 09 14:23:01 +0000 2023,1.70052E+18,@tvOneNews Sorry ya siapapun capres nya dari par tai manapun kalau janji janji dan janji ga jelas..gak tertarik,0,0,0,0,in,1.19843E+18,1.70044E+18,ogleng_kethek,https://twitter.com/ogleng_kethek/status/1700515153949904941,,,,,,,,,,,,,,,
Sat Sep 09 14:22:20 +0000 2023,1.70051E+18,@zaenalarifin17 @ganjarpranowo Capres bukan?,0,1,0,0,in,1.27098E+18,1.70049E+18,Tan_Mar3M,https://twitter.com/Tan_Mar3M/status/1700514982767759365,,,,,,,,,,,,,,,
Sat Sep 09 14:22:01 +0000 2023,1.70051E+18,@DPP_PKB Subhanallah.. Capres dan Cawapres yang serasi dan satu tujuan..  Aminnnn,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:21:52 +0000 2023,1.70051E+18,Heboh Capres Ganjar Muncul di Tayangan Adzan RCTI,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:21:51 +0000 2023,1.70051E+18,@KhoirilAnwar_ @Dennysiregar7 @ch_chotimah2 @Miduk17 @adri_7i @99propaganda @alextham878 @Alie_Fahnoor @are_inismyname @bengkeldodo @BANGSAygSUJUD @yosephrosario_ @G0mb4k @florieliciouss capres gapunya visi dan gagasan jelas rakyat butuh perubahan #prabow,0,0,0,0,in,1.68621E+18,1.70009E+18,aitikohsafa,https://twitter.com/aitikohsafa/status/1700514860998725706,,,,,,,,,,,,,,,
Sat Sep 09 14:21:37 +0000 2023,1.70051E+18,@alextham878 Debat  capres  pake  bahasa  asing   seru  juga  😁,0,1,0,1,in,1.59098E+18,1.70051E+18,Dony_YNWA,https://twitter.com/Dony_YNWA/status/1700514801645187451,,,,,,,,,,,,,,,
Sat Sep 09 14:21:15 +0000 2023,1.70051E+18,@AchirmanPutra @TimnasIndonesia Hey pak pak.. jangan sebut yg itu. Saya masih mau hidup tenang. Suporter capres lebih ngeri dari suporter Empoli. 😆,0,1,0,0,in,134056083,1.70051E+18,kamar_agung,https://twitter.com/kamar_agung/status/1700514708447736178,,,,,,,,,,,,,,,
Sat Sep 09 14:20:48 +0000 2023,1.70051E+18,@TeddGus Yg bilang Jokowi dukung Prabowo sapa?  Yg masih ngarep telunjuk Jokowi? Kalian pasang baliho yg ada Jokowi dan anaknya tanpa ijin. Jokowi gak protes biarin aja. Jokowi gak pernah datang diundang. Jokowi hanya datang dideklarasi capres Ganjar Pran,0,0,0,0,in,2281270728,1.7005E+18,sonnyprakosa7,https://twitter.com/sonnyprakosa7/status/1700514598426906836,,,,,,,,,,,,,,,
Sat Sep 09 14:20:24 +0000 2023,1.70051E+18,@DPP_PKB Alhamdulillah sehat selalu capres dan cawapres,0,0,0,0,in,1.36642E+18,1.70047E+18,Sulaima72658209,https://twitter.com/Sulaima72658209/status/1700514494429192618,,,,,,,,,,,,,,,
Sat Sep 09 14:20:23 +0000 2023,1.70051E+18,@PUTRY_NUSANTARA PDIP gk akan pernah salah memilih capres nya.@ganjarpranowo terbaik penerus pak @jokowi🤟🤟🤟,0,1,0,3,in,1.57944E+18,1.70049E+18,rikarika7272,https://twitter.com/rikarika7272/status/1700514491061129681,,,,,,,,,,,,,,,
Sat Sep 09 14:19:27 +0000 2023,1.70051E+18,@kamar_agung @TimnasIndonesia itu untuk capres yg bikin WCU20 gagal pak 😁,0,1,0,2,in,43440609,1.70051E+18,AchirmanPutra,https://twitter.com/AchirmanPutra/status/1700514256784175474,,,,,,,,,,,,,,,
Sat Sep 09 14:18:33 +0000 2023,1.70051E+18,Agama dipolitisasi sebagai alat oleh capres tertentu melalui azan magrib di rcti &amp  mnc milik Harry Tanoe😂 https://t.co/i0v4fvBgE4,0,0,0,1,in,185139579,1.70051E+18,marthayudatama,https://twitter.com/marthayudatama/status/1700514029448650802,,,,,,,,,,,,,,,
Sat Sep 09 14:17:49 +0000 2023,1.70051E+18,@Yom_N_Friends Capres makin kesini makin norak aja,0,0,0,1,in,1.44468E+18,1.7001E+18,Alloybroo,https://twitter.com/Alloybroo/status/1700513845180350879,,,,,,,,,,,,,,,
Sat Sep 09 14:17:43 +0000 2023,1.70051E+18,Prabowo capres nih selesaikan....kita semua jgn arogan...indonesia ini bukan milik kalian 3 capres atw  parpol...✌ https://t.co/KoVaXAUEEF,0,0,0,0,in,1.38756E+18,1.70051E+18,EdsNababan,https://twitter.com/EdsNababan/status/1700513821818019903,,,,,,,,,,,,,,,
Sat Sep 09 14:17:28 +0000 2023,1.70051E+18,@Indostransfer Timses capres ini,0,0,0,0,in,2949233280,1.7005E+18,sofyanjak,https://twitter.com/sofyanjak/status/1700513759524233496,,,,,,,,,,,,,,,
Sat Sep 09 14:17:22 +0000 2023,1.70051E+18,Kita memasuki fase di mana gibah kepada caleg,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:17:13 +0000 2023,1.70051E+18,Lagi rame capres ada di tayangan adzan maghrib salah satu stasiun tv. Gamau komen apa2 cuma jadi keinget waktu lagi syuting program,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:15:55 +0000 2023,1.70051E+18,Luar biasa menteri agama,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:15:51 +0000 2023,1.70051E+18,@MuhiqR @Tan_Mar3M tiba2 pornorowo iklan shalat dan azan,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:15:26 +0000 2023,1.70051E+18,@ekokuntadhi1 klo ada yg berbaju merah &amp  garis hitam putih tawarin uang &amp  beras terima saja 😆 itu pake uang rakyat tapi tetap pilih capres yg lain 🤪🤪,0,1,0,1,in,7.45156E+17,1.70051E+18,MahaYakuza,https://twitter.com/MahaYakuza/status/1700513247206781092,,,,,,,,,,,,,,,
Sat Sep 09 14:15:22 +0000 2023,1.70051E+18,@Yom_N_Friends Akhirnya Ganjar mualaf juga.. demi menjadi capres... Alhamdulillah...,0,0,0,0,in,1.39835E+18,1.7001E+18,KokoGunawan10,https://twitter.com/KokoGunawan10/status/1700513229884248290,,,,,,,,,,,,,,,
Sat Sep 09 14:15:16 +0000 2023,1.70051E+18,@Yom_N_Friends capres yg sholeh,0,0,0,0,in,1.62933E+18,1.7001E+18,ShopeeSatystich,https://twitter.com/ShopeeSatystich/status/1700513202889740545,,,,,,,,,,,,,,,
Sat Sep 09 14:15:09 +0000 2023,1.70051E+18,50 Kelompok Tani di Tasikmalaya Deklarasi Dukung Prabowo Subianto Capres 2024 - Tribun Priangan #Jokowinomics #MenataMasaDepan #BersamaPrabowo https://t.co/z6K0FRr3LS,0,0,5,0,in,1.62363E+18,1.70051E+18,fachriman13,https://twitter.com/fachriman13/status/1700513173085004100,,,,,,,,,,,,,,,
Sat Sep 09 14:14:43 +0000 2023,1.70051E+18,@seruanhl @ch_chotimah2 @B3doel___ @Aryprasetyo85 @03__nakula @007koteka @chaterine_lie27 @farrel27 @selfmirror_ @BiLLRaY2019 @denni_sauya nih capres lo biang politik identitas. https://t.co/X5MgKrdcEO,0,0,0,0,in,1.10598E+18,1.69982E+18,Faiz85142138,https://twitter.com/Faiz85142138/status/1700513067073933418,,,,,,,,,,,,,,,
Sat Sep 09 14:14:35 +0000 2023,1.70051E+18,50 Kelompok Tani di Tasikmalaya Deklarasi Dukung Prabowo Subianto Capres 2024 - Tribun Priangan #Jokowinomics #MenataMasaDepan #BersamaPrabowo https://t.co/1fj26NLul9,0,0,8,0,in,1.0681E+18,1.70051E+18,AdrianaDaneen,https://twitter.com/AdrianaDaneen/status/1700513033028776295,,,,,,,,,,,,,,,
Sat Sep 09 14:14:30 +0000 2023,1.70051E+18,@Miduk17 Silahkan lanjutkan menyerang PDIP dan Capres dgn cara cara tidak bermartabat @psi_id maka siap aja gak lolos lagi ke senayan !,0,0,0,0,in,1.65274E+18,1.69977E+18,andes_lauw81,https://twitter.com/andes_lauw81/status/1700513009637228841,,,,,,,,,,,,,,,
Sat Sep 09 14:14:06 +0000 2023,1.70051E+18,@AntoniusCDN @ganjarpranowo @prabowo @ch_chotimah2 @Urrangawak @007koteka @03__nakula @__AnakKolong @Anak__Ogi @seruanhl @Gus_Raharjo @tian_tariu @Eil_Thia Kita butuh Capres yang ngejar keunggulan buat masa depan yang lebih baik!,0,0,0,1,in,1.67615E+18,1.70037E+18,GAllyanda9,https://twitter.com/GAllyanda9/status/1700512911213695460,,,,,,,,,,,,,,,
Sat Sep 09 14:14:04 +0000 2023,1.70051E+18,@Catatan_ali7 @ganjarpranowo ketidak cerdasan capres,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:13:50 +0000 2023,1.70051E+18,@ArieMutyara tiba2 pornorowo iklan shalat dan azan,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:13:35 +0000 2023,1.70051E+18,@jek___ Koalisi capres jek 2024?,0,0,0,0,in,1.28879E+18,1.70051E+18,nak_anaksiapaya,https://twitter.com/nak_anaksiapaya/status/1700512781370556920,,,,,,,,,,,,,,,
Sat Sep 09 14:13:11 +0000 2023,1.70051E+18,@CNNIndonesia Awas ada Capres yg suka culik.,0,0,0,0,in,7.74053E+17,1.70049E+18,yana_udiyatna,https://twitter.com/yana_udiyatna/status/1700512679973314973,,,,,,,,,,,,,,,
Sat Sep 09 14:13:08 +0000 2023,1.70051E+18,@abu_waras tiba2 pornorowo iklan shalat dan azan,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:12:39 +0000 2023,1.70051E+18,@indosupporter Tim @persib ngebuzzer buat capres ganjar,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:12:10 +0000 2023,1.70051E+18,tiba2 pornorowo iklan shalat dan azan,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:11:45 +0000 2023,1.70051E+18,@zevarew @datuakrajoangek Konten adzan ini sama sekali tidak ada dipakai untuk “MENYERANG” Capres lain sehingga JAUH dari unsur politik identitas,0,0,0,0,in,1.35734E+18,1.69993E+18,AnnisaRetno15,https://twitter.com/AnnisaRetno15/status/1700512318508187864,,,,,,,,,,,,,,,
Sat Sep 09 14:11:30 +0000 2023,1.70051E+18,@persib Legend tp bikin malu klub,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:11:22 +0000 2023,1.70051E+18,@wdtu Saya nggak suka semua yang berbau orde lama dan orde baru..jadi jgn pilih apapun yang berbau orde lama dan orde baru..cari partai dan capres yang tidak membawa orang dari orde lama dan orde baru..itu yg bener klo kamu hanya menghitung keburukan sebu,0,0,0,0,in,1.60354E+18,1.7003E+18,alfin999999,https://twitter.com/alfin999999/status/1700512221527503333,,,,,,,,,,,,,,,
Sat Sep 09 14:11:12 +0000 2023,1.70051E+18,@AntoniusCDN @ganjarpranowo @prabowo @ch_chotimah2 @Urrangawak @007koteka @03__nakula @__AnakKolong @Anak__Ogi @seruanhl @Gus_Raharjo @tian_tariu @Eil_Thia Efek positif buat bangsa adalah prioritas yang harus dikejar oleh Capres.,0,0,0,1,in,1.67614E+18,1.70037E+18,FitriWidia52,https://twitter.com/FitriWidia52/status/1700512180712701973,,,,,,,,,,,,,,,
Sat Sep 09 14:10:38 +0000 2023,1.70051E+18,@Stev3n_Peg3l setelah dikaji,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:10:36 +0000 2023,1.70051E+18,@Penyuka_ombak Masalahna Lo mengecam capres lain dgn fulitik identitas tp Lo sendiri doyan melakukan fulitik identitas..!! Ngerti kaga..!!!lol,0,1,0,11,in,1.62385E+18,1.70034E+18,AdeDhani9,https://twitter.com/AdeDhani9/status/1700512030363660697,,,,,,,,,,,,,,,
Sat Sep 09 14:09:41 +0000 2023,1.70051E+18,@AntoniusCDN @ganjarpranowo @prabowo @ch_chotimah2 @Urrangawak @007koteka @03__nakula @__AnakKolong @Anak__Ogi @seruanhl @Gus_Raharjo @tian_tariu @Eil_Thia Keunggulan bangsa harus dikejar,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:09:05 +0000 2023,1.70051E+18,@VIVAcoid Siapa tu kemarin yg bilang jgn pilih capres yg suka politik identitas?,0,0,0,0,in,1.60211E+18,1.70041E+18,thegeje,https://twitter.com/thegeje/status/1700511648849842527,,,,,,,,,,,,,,,
Sat Sep 09 14:08:40 +0000 2023,1.70051E+18,Ini akan lebih menarik klo semua capres ada di 1 scene pas solat. Jadi seakan mrk mendoakan negri utk lebih baik. #yha,0,0,1,0,in,811877395,1.70051E+18,odimrdnsyh,https://twitter.com/odimrdnsyh/status/1700511543686058152,,,,,,,,,,,,,,,
Sat Sep 09 14:08:33 +0000 2023,1.70051E+18,Capres dan cawapres yg menguasai ilmu agama,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:08:33 +0000 2023,1.70051E+18,@DPP_PKB Luar Biasa pasangan Capres dan Cawapres..AMIN,0,0,0,0,in,9.38089E+17,1.70047E+18,RahmadFerdian3,https://twitter.com/RahmadFerdian3/status/1700511511813439876,,,,,,,,,,,,,,,
Sat Sep 09 14:08:21 +0000 2023,1.70051E+18,@DeHoutman_id @PartaiSocmed Minimal tau waktu goblok,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:08:16 +0000 2023,1.70051E+18,@AntoniusCDN @ganjarpranowo @prabowo @ch_chotimah2 @Urrangawak @007koteka @03__nakula @__AnakKolong @Anak__Ogi @seruanhl @Gus_Raharjo @tian_tariu @Eil_Thia Program Capres yang berfokus ke depan adalah yang kita perlukan.,0,0,0,1,in,1.6761E+18,1.70037E+18,MuhEddie,https://twitter.com/MuhEddie/status/1700511444326859171,,,,,,,,,,,,,,,
Sat Sep 09 14:07:38 +0000 2023,1.70051E+18,skrg mrk koar² ngomongin tim capres mrk usung persatuan,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:07:05 +0000 2023,1.70051E+18,"@TeddGus Pengennya Jadi MacanAsia"" program prioritasnya ""MakanGratis""",,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:06:51 +0000 2023,1.70051E+18,@AntoniusCDN @ganjarpranowo @prabowo @ch_chotimah2 @Urrangawak @007koteka @03__nakula @__AnakKolong @Anak__Ogi @seruanhl @Gus_Raharjo @tian_tariu @Eil_Thia Efek positif buat bangsa adalah tujuan utama Capres.,0,0,0,1,in,1.67609E+18,1.70037E+18,purwanti_ekha,https://twitter.com/purwanti_ekha/status/1700511087287005288,,,,,,,,,,,,,,,
Sat Sep 09 14:06:33 +0000 2023,1.70051E+18,@adearmando61 Masa kampanye mulai 28 nov 2023-10 feb 2024.. Jelas yaa..jdi saat ini belum masa kampanye ! Silahkan capres mu @adearmando61 ikutan Sholat divideo  trus sebar semua media gpp. https://t.co/6VqXCXhWj9,0,2,0,4,in,1.60372E+18,1.70047E+18,MasBolali,https://twitter.com/MasBolali/status/1700511012192149636,,,,,,,,,,,,,,,
Sat Sep 09 14:06:19 +0000 2023,1.70051E+18,@BosPurwa Capres otak mesum,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:05:25 +0000 2023,1.70051E+18,@AntoniusCDN @ganjarpranowo @prabowo @ch_chotimah2 @Urrangawak @007koteka @03__nakula @__AnakKolong @Anak__Ogi @seruanhl @Gus_Raharjo @tian_tariu @Eil_Thia Kita perlu Capres yang benar-benar peduli sama masa depan negara ini.,0,0,0,1,in,1.67609E+18,1.70037E+18,andreas_giofani,https://twitter.com/andreas_giofani/status/1700510726807589338,,,,,,,,,,,,,,,
Sat Sep 09 14:05:10 +0000 2023,1.70051E+18,@cakimiNOW Selamat dan sukses pasangan AMIN  Capres dan cawapres 2024 untuk Indonesia #GusIminJagaTradisi  #napaktilas,0,0,0,0,in,1.31195E+18,1.70038E+18,RElvianalubis,https://twitter.com/RElvianalubis/status/1700510662513094703,,,,,,,,,,,,,,,
Sat Sep 09 14:04:38 +0000 2023,1.70051E+18,@cakimiNOW Capres dan Cawapres,0,0,0,0,in,1.20734E+18,1.70038E+18,83Rosani,https://twitter.com/83Rosani/status/1700510529113276707,,,,,,,,,,,,,,,
Sat Sep 09 14:04:36 +0000 2023,1.70051E+18,@bawaslu_RI Politik identitas tu si Ganjar capres pdip. kampanye di adzan pula. pasti gk kn berani ne bawaslu utk negur GP.,0,0,0,0,in,87750382,1.69974E+18,Eka_Alfajri,https://twitter.com/Eka_Alfajri/status/1700510520867164189,,,,,,,,,,,,,,,
Sat Sep 09 14:04:02 +0000 2023,1.70051E+18,@AntoniusCDN @ganjarpranowo @prabowo @ch_chotimah2 @Urrangawak @007koteka @03__nakula @__AnakKolong @Anak__Ogi @seruanhl @Gus_Raharjo @tian_tariu @Eil_Thia Program Capres yang konsisten adalah yang kita cari.,0,0,0,1,in,1.67609E+18,1.70037E+18,DiniHariya30,https://twitter.com/DiniHariya30/status/1700510376755089534,,,,,,,,,,,,,,,
Sat Sep 09 14:04:02 +0000 2023,1.70051E+18,Hei Teddy jangan begog,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:03:55 +0000 2023,1.70051E+18,capres aja ada  cawaprese masak njenengan mboten😶,0,0,0,0,in,1.60358E+18,1.70051E+18,nusantara1928,https://twitter.com/nusantara1928/status/1700510348137447430,,,,,,,,,,,,,,,
Sat Sep 09 14:03:52 +0000 2023,1.70051E+18,@jalbijalbi @demokrat_jakpus @PDemokrat @Herzaky__MP @Taufiq_PD_DKI Narasi berhianat itu relevan jika keluar dr konteks tujuan dibuat nya KPP yaitu memenangkan si capres,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:03:42 +0000 2023,1.70051E+18,@kowelllazza @Dennysiregar7 Takbir pada capres doyan bokep🫶🏽,1,1,0,0,in,1.36567E+18,1.70045E+18,rzd_ky,https://twitter.com/rzd_ky/status/1700510294982922485,,,,,,,,,,,,,,,
Sat Sep 09 14:03:12 +0000 2023,1.70051E+18,siapapun capres asal bukan dari banteng merah 😀 (88),0,0,0,0,in,2397505423,1.70051E+18,ssenabluu,https://twitter.com/ssenabluu/status/1700510168776343554,,,,,,,,,,,,,,,
Sat Sep 09 14:02:36 +0000 2023,1.70051E+18,@AntoniusCDN @ganjarpranowo @prabowo @ch_chotimah2 @Urrangawak @007koteka @03__nakula @__AnakKolong @Anak__Ogi @seruanhl @Gus_Raharjo @tian_tariu @Eil_Thia Capres harus mikir jangka panjang buat kemajuan negara ini.,0,0,0,1,in,1.67608E+18,1.70037E+18,AmriRizaal,https://twitter.com/AmriRizaal/status/1700510015793311946,,,,,,,,,,,,,,,
Sat Sep 09 14:01:52 +0000 2023,1.70051E+18,@RagilSemar Rayuan om😬😬😬,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:01:28 +0000 2023,1.70051E+18,@vanc1Bozz @ganjarpranowo Bkn tim ganjar / anis atau siapa2,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:01:13 +0000 2023,1.70051E+18,@AntoniusCDN @ganjarpranowo @prabowo @ch_chotimah2 @Urrangawak @007koteka @03__nakula @__AnakKolong @Anak__Ogi @seruanhl @Gus_Raharjo @tian_tariu @Eil_Thia Capres yang memikirkan masa depan adalah pilihan yang bijak.,0,0,0,1,in,1.67614E+18,1.70037E+18,FaizalAzimaa,https://twitter.com/FaizalAzimaa/status/1700509669457002908,,,,,,,,,,,,,,,
Sat Sep 09 14:00:07 +0000 2023,1.70051E+18,Ada 270 juta lebih penduduk indonesia,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 14:00:00 +0000 2023,1.70051E+18,@cakimiNOW Pasangan capres dan cawapres untuk peeubahan dan pwesatuan ummat,0,0,0,0,in,1.58116E+18,1.70038E+18,AmirAmra7,https://twitter.com/AmirAmra7/status/1700509362861838629,,,,,,,,,,,,,,,
Sat Sep 09 13:59:59 +0000 2023,1.70051E+18,@StefanAntonio__ Kebangetan kalau dia dukung capres tua bangka itu. https://t.co/nC7kLK9DPV,1,2,1,9,in,7.85969E+17,1.70047E+18,ekoboy_2,https://twitter.com/ekoboy_2/status/1700509359523209426,,,,,,,,,,,,,,,
Sat Sep 09 13:59:12 +0000 2023,1.70051E+18,@detikcom Itu bukan seruan kebaikan.. Jelas kampanye... Capres manfaatin media utk kampanye terselubung,0,0,0,1,in,1.02379E+18,1.70043E+18,miendyoe,https://twitter.com/miendyoe/status/1700509162600550719,,,,,,,,,,,,,,,
Sat Sep 09 13:59:08 +0000 2023,1.70051E+18,@VIVAcoid manut Meteri Agama aja... jangan pilih capres yang menggunakan agama untuk menarik simpati...,0,0,0,0,in,1.4026E+18,1.70041E+18,pakkabak,https://twitter.com/pakkabak/status/1700509145651425776,,,,,,,,,,,,,,,
Sat Sep 09 13:59:08 +0000 2023,1.70051E+18,Selamat dan Sukses...  Pasangan Capres - Cawapres 2024,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 13:59:05 +0000 2023,1.70051E+18,@tvOneNews Itu kalau Cak Imin Capres. Tapi yg terjadi kan dia Cawapres?,0,0,0,1,in,7.38747E+17,1.70051E+18,27wnr,https://twitter.com/27wnr/status/1700509130316984647,,,,,,,,,,,,,,,
Sat Sep 09 13:58:57 +0000 2023,1.70051E+18,@DarsAlexandra1 Itulah adalah kumpulan koalisi yg sedang menunggu hasil dari capres yang mereka ujung,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 13:58:42 +0000 2023,1.70051E+18,@TeddGus Emang @jokowi dukung prabowo? Ga tau malu sie jd capres klqim dukungan kader partai lain? Klo Jokowi memang terang2an dukung @prabowo pasti pqk Jokowi udah dipecat dr @PDI_Perjuangan persis si pengkhianat @budimandjatmiko .. paham lu Ted? Jng sam,0,0,0,0,in,1.28148E+18,1.7005E+18,anieskembang,https://twitter.com/anieskembang/status/1700509032942067863,,,,,,,,,,,,,,,
Sat Sep 09 13:58:37 +0000 2023,1.70051E+18,@abdrianriz1992 @Indostransfer Berarti kan karna ke tololan sendiri,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 13:58:05 +0000 2023,1.70051E+18,@Miduk17 Hahaha..mbulet gk jelas,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 13:58:00 +0000 2023,1.70051E+18,Mahfud MD Dukung Wacana Pendaftaran Capres-Cawapres https://t.co/cGYaWbYDR7,0,0,0,0,in,1.69003E+18,1.70051E+18,InfomsiN795,https://twitter.com/InfomsiN795/status/1700508857070686355,,,,,,,,,,,,,,,
Sat Sep 09 13:57:18 +0000 2023,1.70051E+18,Capres pilihan gue.,0,0,0,0,in,9.3034E+17,1.70051E+18,MeeloBinTenzin,https://twitter.com/MeeloBinTenzin/status/1700508683908903132,,,,,,,,,,,,,,,
Sat Sep 09 13:57:06 +0000 2023,1.70051E+18,DPR Dukung Pencepatan Jadwal Pendaftaran Capres-Cawapres https://t.co/neL4EvD3dc,0,0,0,0,in,1.69003E+18,1.70051E+18,InfomsiN795,https://twitter.com/InfomsiN795/status/1700508633652744478,,,,,,,,,,,,,,,
Sat Sep 09 13:56:48 +0000 2023,1.70051E+18,@Tiyangalityo Nah itu dia.... Palagi teel lg byk war sesama teman gr² copras capres,0,1,0,0,in,1.48269E+18,1.7005E+18,J_Rumingkan9,https://twitter.com/J_Rumingkan9/status/1700508558000025887,,,,,,,,,,,,,,,
Sat Sep 09 13:56:22 +0000 2023,1.70051E+18,@ch_chotimah2 @psi_id @adearmando61 @ganjarpranowo Jadi ingat  aktor adzan ternyata seorang capres . Anti politik identitas ternyata boong ..🤣🤣🤣,0,0,0,0,in,1.64028E+18,1.70037E+18,kawulane01,https://twitter.com/kawulane01/status/1700508447392030794,,,,,,,,,,,,,,,
Sat Sep 09 13:55:52 +0000 2023,1.70051E+18,@rajippps @Indostransfer pdhl banyak pemain yg sempet blunder perihal piala dunia batal kmrn termasuk marselino yg tweetnya kontroversi (langsung di takedown) TAPI kenapa hokky yg dapet spotlight ? karna dia diperalat sama capres,1,2,1,6,in,1.18334E+18,1.7005E+18,abdrianriz1992,https://twitter.com/abdrianriz1992/status/1700508322577957172,,,,,,,,,,,,,,,
Sat Sep 09 13:55:14 +0000 2023,1.70051E+18,@txtdrpemerintah Kepala 3 menandakan Capres 2024 ada 3 kandidat calon,0,0,0,1,in,308916979,1.70044E+18,dikifahmifadila,https://twitter.com/dikifahmifadila/status/1700508161168540135,,,,,,,,,,,,,,,
Sat Sep 09 13:54:43 +0000 2023,1.70051E+18,@Boediantar4 @geloraco Jangan Pilih Capres Yang Memperalat Agama..  Ganjar #KakekPolitikIdentitas,0,0,0,0,in,8.97817E+17,1.70042E+18,GanjaRp_,https://twitter.com/GanjaRp_/status/1700508032067878944,,,,,,,,,,,,,,,
Sat Sep 09 13:53:43 +0000 2023,1.70051E+18,@Miduk17 @Republicsocmed Gak usah bilang anti politik identitas,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 09 13:53:27 +0000 2023,1.70051E+18,@Idho09 @garagarabola_ Nayain adzan capres lanacar haha,0,0,0,6,in,1.64475E+18,1.70049E+18,FarhanMz992914,https://twitter.com/FarhanMz992914/status/1700507711870496996,,,,,,,,,,,,,,,
